,000846.CSI,930901.CSI,931167.CSI,000933.SH,000807.CSI,399415.SZ,930720.CSI,000042.SH,930740.CSI,930794.CSI,000978.CSI,000688.SH,399701.SZ,931187.CSI,931152.CSI,H30588.CSI,931402.CSI,930914.CSI,399973.SZ,930931.CSI,930601.CSI,000987.SH,931062.CSI,399368.SZ,000015.SH,931461.CSI,H30535.CSI,399285.SZ,000964.CSI,930793.CSI,399699.SZ,931357.CSI,H11057.CSI,930734.CSI,000029.SH,930938.CSI,H30124.CSI,000021.SH,399313.SZ,931067.CSI,H30178.CSI,931574CNY00.CSI,000966.CSI,399008.SZ,930784.CSI,000998.CSI,930719.CSI,000922.CSI,930838.CSI,931395.CSI,000827.SH,399994.SZ,000949.CSI,930723.CSI,931144.CSI,399991.SZ,000063.SH,000859.CSI,H30184.CSI,399101.SZ,H30217.CSI,H30015.CSI,000069.SH,000808.CSI,000906.SH,000935.SH,000009.SH,399624.SZ,931484.CSI,000860.CSI,000821.CSI,H30269.CSI,399393.SZ,399959.SZ,931134.CSI,930725.CSI,399291.SZ,000036.SH,931140.CSI,930790.CSI,931087.CSI,931069.CSI,000986.SH,000043.SH,000925.CSI,000905.SH,H30263.CSI,000038.SH,000823.SH,000979.CSI,H11052.CSI,399422.SZ,H30202.CSI,930697.CSI,931068.CSI,930726.CSI,931066.CSI,931052.CSI,930614.CSI,931456.CSI,931166.CSI,930846.CSI,000858.SH,H30533.CSI,399295.SZ,000904.CSI,930875.CSI,931088.CSI,931026.CSI,399088.SZ,399394.SZ,931526.CSI,931268.CSI,000941.CSI,000813.CSI,930997.CSI,399809.SZ,930709.CSI,399362.SZ,000300.SH,000861.CSI,931524.CSI,399970.SZ,000824.CSI,930949.CSI,H30022.CSI,931186.CSI,931159.CSI,931160.CSI,930652.CSI,H30165.CSI,399417.SZ,000841.CSI,931008.CSI,931136.CSI,000961.CSI,000811.CSI,930782.CSI,931463.CSI,931480.CSI,000828.CSI,931151.CSI,399006.SZ,931027.CSI,000802.SH,000982.SH,000901.SH,399012.SZ,H50069.CSI,931165.CSI,H30344.CSI,000010.SH,931071.CSI,399802.SZ,399804.SZ,930716.CSI,000066.SH,930791.CSI,399330.SZ,399004.SZ,399965.SZ,000963.CSI,930746.CSI,000171.CSI,000934.SH,000992.SH,930648.CSI,399702.SZ,399996.SZ,000056.SH,931372.CSI,399102.SZ,931033.CSI,000814.SH,931643.CSI,980017.CNI,H11136.CSI,399966.SZ,930986.CSI,000018.SH,399377.SZ,399437.SZ,000993.SH,931127.CSI,930851.CSI,000819.SH,399986.SZ,931573CNY00.CSI,000064.SH,000944.CSI,930598.CSI,930707.CSI,930599.CSI,930608.CSI,950096.CSI,H30035.CSI,000016.SH,399997.SZ,000984.CSI,000065.SH,000852.SH,930743.CSI,H30537.CSI,399440.SZ,930850.CSI,000805.CSI,399310.SZ,000048.SH,H30373.CSI,931000.CSI,931163.CSI,930939.CSI,930902.CSI,930839.CSI,000932.SH,930708.CSI,930820.CSI,000974.SH,931024.CSI,399441.SZ,980001.CNI,931009.CSI,399976.SZ,H30318.CSI,930721.CSI,H30094.CSI,931079.CSI,931373.CSI,399348.SZ,000919.CSI,399296.SZ,000969.CSI,H30455.CSI,930781.CSI,399808.SZ,399412.SZ,930738.CSI,000044.SH,930713.CSI,399364.SZ,399550.SZ,H30531.CSI,000806.CSI,H30372.CSI,H30597.CSI,399989.SZ,930792.CSI,H30359.CSI,399803.SZ,931141.CSI,399293.SZ,000991.SH,931142.CSI,930999.CSI,399987.SZ,000815.CSI,399673.SZ,399005.SZ,399812.SZ,931476.CSI,399416.SZ,399967.SZ,H11054.CSI,000971.CSI,000977.CSI,000913.SH,399971.SZ,931025.CSI,399001.SZ,000989.SH,930758.CSI,950090.CSI,931157.CSI,000812.CSI,399610.SZ,H30089.CSI,399814.SZ,399990.SZ,931381.CSI,930651.CSI,000068.SH,930641.CSI,399396.SZ,930653.CSI,000928.SH,000914.SH,000903.SH,399324.SZ,931455.CSI,000046.SH,000001.SH,930836.CSI,930712.CSI,931375.CSI,399007.SZ,399806.SZ,000037.SH,931380.CSI,399975.SZ,931139.CSI,931409.CSI,931406.CSI,399807.SZ,930703.CSI,399395.SZ,930917.CSI,399326.SZ,930625.CSI,930955.CSI,980028.CNI,930701.CSI
2020-10-09,1320.7263,2192.7366,6811.7008,14617.3703,29303.9267,7523.0189,3719.3883,1542.1153,5422.1286,3718.8318,18702.162,1465.9591,9201.7864,3385.5414,3137.3489,1180.4552,2018.6246,3776.3794,1783.5711,3404.9019,9144.6873,3172.3758,15295.598,7736.0984,2575.2059,4952.0971,3557.7573,4019.5892,10289.3741,2465.2141,4199.4234,3646.7738,1102.205,10211.1765,3790.2499,3409.9517,1396.7222,971.2281,5463.3268,11913.7127,26712.9276,2750.5746,6994.1776,1667.3244,3019.6706,2417.1681,5077.8183,4492.4739,6642.6784,1659.9869,1633.7662,2051.6028,7566.8701,3367.1549,1036.782,1575.3215,3360.1245,1469.4608,6315.3464,12441.0606,19911.4756,6506.3158,7008.2523,15202.0369,4955.1325,5912.6166,5726.7078,2223.4924,3350.4211,995.6458,5843.6556,8147.8562,6057.5992,1506.6578,6298.6256,1408.2818,4069.6798,16751.836,18142.4937,1651.0499,4682.2699,3935.5476,1349.7754,2592.4233,4021.5318,6357.9711,2678.8106,5227.6564,3931.6359,3956.4083,2819.6131,3413.6225,19115.3403,11262.9697,18310.2308,5180.3751,3318.8527,2604.7512,2001.0613,3694.7546,7261.9962,5886.5443,8850.5302,13639.0444,6006.4368,5168.0414,2273.3875,1276.2489,3532.8251,4128.3118,15866.1648,1432.627,2289.8003,2201.0297,3604.363,1869.741,2326.6302,1005.106,8691.0767,4681.1412,1737.268,2784.8388,3649.9625,1615.7819,14563.8956,5933.0559,5720.0153,3047.8224,6197.5353,7917.077,5580.0714,2553.6676,14309.6228,6592.2764,9291.3534,2087.1351,4497.8411,14669.8514,1303.5199,1146.7727,3424.8802,2934.6959,2672.9344,4404.9991,6472.8812,7360.9137,5215.2677,3704.2095,3538.7439,8408.0096,1949.1514,9681.0233,1642.3756,5884.6603,2239.3976,1213.4468,1767.1189,15672.5176,6062.9352,7878.3597,6348.3475,8037.0583,2966.3724,1906.5142,6358.2199,6077.4166,3325.5898,8236.228,3367.3451,1140.0892,2103.1101,3070.7544,1816.1335,14813.4984,1637.0489,8736.0304,8827.2001,7033.1623,2392.317,5463.3892,6116.1415,7044.005,7286.6439,5282.7986,4977.7201,3998.5132,5967.8029,3952.2637,3794.0887,2172.7977,1255.0998,3721.8951,6275.5621,7608.7102,1466.7193,11720.254,3286.8572,12252.3003,4654.7974,3714.5578,6822.3647,6553.8426,12780.7303,1128.0594,3225.8241,3330.3526,7590.0922,1488.8475,19149.2896,1846.5579,2343.9229,18094.4258,4003.3994,2877.8326,23316.8812,1235.5744,7394.0273,6598.0688,3462.0546,5695.4619,1542.4498,10394.9228,2868.188,2281.4028,5235.7271,42770.4755,1097.968,2215.8796,7037.7519,4754.0331,5404.4586,5816.9951,2508.4028,2155.717,2370.5557,2486.0068,1972.2157,3837.3267,3635.4707,11737.8763,8165.4176,3203.1359,11532.973,2628.1412,3705.0716,14983.9857,2250.5773,37210.4353,4053.0449,2285.6825,5031.0997,14745.903,1759.803,1706.5319,6877.313,28614.2835,2474.3522,8936.3711,9571.4446,1401.6283,4161.275,11144.7333,2569.281,3403.9495,1659.5937,15586.5797,1547.5977,3601.635,13289.2621,5428.3812,4517.6347,5748.6192,4761.9762,6396.1187,7203.9872,10793.3273,1737.2678,1551.3598,1941.1951,9379.7211,1662.9282,9933.6396,28099.6961,23398.3025,1485.3394,6634.8702,4699.6795,11419.1643,1914.9293,4179.3244,3272.0762,4948.5795,3175.599,14462.9758,5729.3458,1517.5306,9548.484,3660.6535,922.614,21734.3202,3020.1713,1310.0941,1278.4898,2442.3981,3867.2612,4906.0861,7614.6069,3577.055,8761.3444,12007.316,1628.0212
2020-10-12,1355.1853,2167.5297,6994.3454,15077.02,30508.9123,7789.6394,3828.5185,1582.2558,5516.4096,3860.0074,19200.1584,1490.5754,9457.7907,3460.4884,3238.3655,1226.473,2094.4881,3782.1254,1864.0437,3478.0508,9383.9858,3261.0697,15600.8969,8043.2954,2621.1565,5087.9501,3651.515,4133.6222,10575.4418,2556.1945,4388.123,3756.5364,1137.54,10529.7058,3887.1129,3485.5636,1429.5436,998.736,5638.806,12317.6498,27732.5296,2854.067,7184.2998,1712.9015,3035.9005,2474.2099,5254.9328,4603.8462,6806.9312,1708.8803,1685.7079,2137.1296,7768.4213,3443.6242,1060.3171,1617.2581,3454.4774,1499.8017,6635.9486,12779.6775,20638.7627,6748.0155,7228.4314,15683.6655,5103.6291,6045.0431,5862.0611,2297.2547,3468.405,1019.9351,5988.6554,8289.3155,6194.0279,1573.1147,6454.3953,1450.8582,4252.4639,17349.2176,18718.5264,1682.1167,4812.6956,4047.817,1375.6294,2669.2896,4110.9258,6541.176,2741.6441,5381.79,4045.4483,4056.0408,2929.1062,3527.0515,19898.3801,11481.2808,18949.0714,5325.5759,3466.0983,2661.6819,2055.0578,3742.0587,7481.9872,6026.4487,9094.4604,13853.4511,6264.2919,5305.8878,2379.2642,1314.6508,3676.7266,4247.331,16354.7809,1486.2334,2353.6455,2258.9462,3734.0874,1939.659,2419.2714,1030.8404,8944.3771,4823.1578,1779.5963,2859.752,3751.9169,1646.4451,14896.4769,6090.7214,5921.258,3141.2887,6333.007,8145.309,5713.7284,2646.8136,14716.2327,6841.1909,9566.2803,2136.656,4630.9263,15005.3633,1342.9481,1164.3781,3534.1085,3000.4795,2777.388,4456.3319,6634.6461,7571.4403,5352.2559,3854.7983,3614.7858,8597.206,2001.5276,9971.8195,1691.9908,6072.0903,2262.8399,1247.1501,1815.5167,16150.592,6254.6437,8127.4714,6496.0734,8286.6737,2996.9115,1960.4261,6562.8112,6270.579,3413.2222,8469.1991,3457.226,1173.1949,2144.754,3203.2015,1860.8233,15223.3992,1700.6003,9124.8665,9062.0677,7305.4406,2507.845,5628.5433,6273.4762,7308.8744,7509.6209,5388.6103,5174.3105,4114.1898,6126.3387,4089.8875,3918.3812,2225.3719,1290.8919,3827.9047,6457.4502,7824.1603,1503.3821,12162.7206,3387.8848,12970.8345,4783.7229,3818.8344,7036.2753,6775.2935,13104.0425,1146.5583,3342.1424,3406.6478,7844.501,1531.9475,19849.6596,1899.8193,2399.1906,18502.4663,4143.2285,2889.8846,24291.8155,1273.4493,7632.4715,6819.8823,3527.4573,5885.7264,1582.3428,10623.2817,2975.6165,2339.0499,5360.1795,44096.9024,1121.0767,2269.1155,7215.5744,4878.0715,5603.5257,6000.6937,2577.0565,2198.8889,2438.4888,2569.2312,2043.6994,3948.0955,3757.8169,12080.5626,8331.2082,3296.022,11923.871,2709.8807,3841.2036,15601.1649,2330.5473,38408.932,4156.4471,2345.7631,5231.6629,15195.3406,1816.1826,1751.751,7217.698,29847.6216,2574.1463,9178.355,9784.838,1439.7807,4296.2041,11632.1675,2658.6947,3514.5919,1703.4689,16104.6383,1566.2231,3631.1283,13708.0666,5573.5184,4638.6735,5921.616,4875.7987,6603.6615,7363.9693,11104.0408,1781.3631,1592.515,1986.0529,9728.1204,1703.7821,10149.6687,29257.8381,24309.7481,1508.9114,6844.8732,4851.6176,11799.7633,1956.9516,4294.0093,3358.4652,5040.9342,3247.7942,14789.362,5910.0592,1559.9873,9783.1902,3749.2889,958.0725,22488.1884,3109.6999,1342.2302,1305.3325,2502.0238,3981.0501,4992.817,7803.8738,3700.7655,8908.8092,12237.2257,1673.5111
2020-10-13,1361.0299,2153.6187,7035.9182,15224.8871,30651.9189,7860.0158,3858.1628,1577.2204,5501.749,3869.971,19401.5316,1497.5955,9511.8397,3470.412,3283.5539,1214.2246,2068.1813,3779.5258,1874.4198,3478.0508,9403.283,3275.4243,15675.837,8082.6074,2613.363,5068.2046,3651.8033,4153.9609,10647.2721,2567.0762,4397.8755,3787.6064,1153.5843,10599.3249,3887.8254,3516.6456,1436.2689,1000.0823,5657.2128,12349.6679,28151.0094,2866.1797,7188.1651,1730.5561,3033.7035,2472.0541,5338.9317,4612.9617,6837.4854,1715.0203,1695.1705,2155.2165,7932.9732,3451.1527,1064.9145,1616.2402,3447.2696,1501.7004,6618.1831,12891.2438,20888.5544,6887.9081,7283.178,15835.8042,5118.4224,6036.1866,5893.6365,2301.5729,3514.4356,1023.5676,6020.384,8301.6111,6140.7642,1579.5272,6462.0539,1456.0275,4268.0611,17402.3152,18913.6255,1683.2088,4840.897,4052.5143,1376.825,2671.3915,4107.445,6551.3987,2773.9746,5368.572,4037.7169,4074.7245,2947.704,3530.9253,20007.352,11629.0404,19122.2899,5372.1011,3481.2196,2665.8898,2067.0962,3734.8771,7576.7339,6030.6332,9103.8266,13890.1255,6269.4166,5325.5281,2383.9925,1314.6067,3676.7266,4291.749,16514.8116,1489.462,2365.108,2279.5375,3794.1903,1951.5489,2414.1293,1030.8404,9041.6867,4839.201,1783.635,2870.1414,3760.6591,1646.6736,14933.0774,6092.6601,5957.4652,3164.5254,6340.8119,8122.0489,5669.6063,2677.6938,14832.1061,7087.5053,9636.0672,2135.3294,4632.8676,14977.9907,1346.8012,1171.149,3527.3454,3035.0994,2784.7166,4456.3319,6646.9302,7577.9574,5363.5288,3869.2759,3614.6315,8635.2381,2015.4665,9968.3177,1700.2685,6080.1975,2255.6365,1260.6998,1825.1928,16308.003,6316.1186,8207.3537,6439.9823,8360.4688,2996.331,1972.5555,6536.1418,6240.4349,3428.8583,8506.6171,3458.6488,1169.7304,2152.7306,3223.8617,1878.4214,15359.3918,1704.6452,9095.528,9025.093,7241.2687,2501.224,5607.917,6275.8932,7223.7917,7503.692,5411.6604,5224.6094,4111.1001,6128.0955,4107.2249,3928.8189,2224.2868,1291.4826,3950.0401,6461.3282,7803.119,1504.5606,12101.3463,3386.893,13199.666,4798.3237,3833.3762,7053.8711,6865.2623,13229.5903,1139.5738,3353.8162,3396.4634,7890.7105,1535.7314,19935.8349,1911.1631,2412.6007,18619.7305,4169.3874,2889.8846,24536.6094,1274.5477,7664.7588,6794.8593,3527.4573,5939.5507,1591.811,10676.455,2995.8497,2339.1,5370.9677,44223.6016,1117.2866,2278.9512,7243.4279,4876.5758,5627.5614,6044.4633,2586.7366,2187.2353,2458.9275,2592.256,2040.1567,3946.3216,3779.3188,12209.5016,8357.3345,3306.1618,12022.9512,2709.031,3874.809,15812.5041,2330.5473,38565.0851,4177.2723,2351.4243,5245.8899,15344.7204,1821.5798,1760.5324,7323.9312,30006.4,2575.9949,9296.2138,9813.7846,1445.2775,4321.5655,11677.2135,2668.0949,3527.8163,1711.5294,16232.7565,1571.6478,3629.4071,13798.5789,5631.6539,4647.3777,5929.6058,4878.6193,6628.4675,7409.4999,11165.5776,1810.0884,1596.2683,1992.8597,9791.0523,1699.072,10190.3102,29382.2888,24446.6646,1511.4225,6821.6592,4866.7715,11959.8209,1965.2823,4296.9357,3359.7499,5056.0561,3267.6685,14781.8939,5951.712,1562.095,9900.3813,3761.2273,945.694,22699.9196,3143.0972,1342.3366,1299.2348,2512.5047,3979.2759,5015.7814,7889.0298,3713.8867,8899.8652,12400.9029,1679.1437
2020-10-14,1350.0844,2108.0083,7065.0369,15139.6819,30550.3076,7811.8147,3826.7494,1568.2079,5473.7183,3833.0373,19307.7261,1488.6697,9481.7073,3430.6085,3264.9703,1202.7189,2046.5566,3740.007,1859.1705,3483.2706,9245.5011,3265.4678,15620.3882,8007.5464,2606.2992,4951.3244,3592.4837,4085.653,10524.1091,2553.2712,4339.2599,3798.1813,1160.2694,10500.7757,3875.019,3513.0409,1426.9842,996.9599,5630.7061,12251.0571,28238.2492,2879.1467,7125.9407,1716.6899,3022.573,2427.0065,5330.3873,4612.2124,6827.4848,1708.8179,1705.0913,2116.9187,7818.1658,3426.4951,1055.8197,1613.6504,3427.4551,1498.5165,6487.8675,12806.9999,20949.1566,6831.5643,7251.2506,15757.8962,5084.5531,5916.6098,5867.3143,2283.5024,3509.5257,1017.4439,5997.4214,8272.3397,6055.951,1562.0518,6446.881,1443.7768,4218.2813,17399.6797,18817.7951,1664.6608,4760.9458,4034.1847,1364.1776,2659.0142,4092.9228,6508.3743,2771.3773,5350.2798,3980.1,4046.5678,2937.3162,3493.9464,19749.4474,11653.5709,19077.1017,5348.0154,3452.8429,2646.315,2056.2476,3713.1852,7567.1911,6009.9365,8964.5048,13954.2804,6223.3391,5268.6159,2360.8302,1306.4608,3715.3741,4271.9149,16439.2881,1484.6605,2354.5142,2273.2663,3815.2258,1945.2502,2405.5828,1021.9149,8958.9914,4807.1021,1778.2036,2857.3504,3698.6604,1631.4143,14744.5684,6092.4798,5884.2496,3132.736,6278.4849,7944.107,5581.9756,2659.458,14731.7833,6985.2235,9550.6277,2109.323,4571.6505,14880.6004,1338.6488,1165.9048,3482.4129,3026.9089,2764.2438,4442.9662,6618.5538,7535.3957,5332.1648,3839.072,3626.1193,8514.1375,1994.4418,9908.5784,1672.6027,6029.2429,2235.4189,1259.0796,1812.3843,16246.6149,6273.2921,8151.7037,6348.9186,8317.229,2998.5694,1950.5619,6495.8855,6198.1746,3389.5589,8465.8372,3408.8449,1163.2882,2143.4166,3202.7153,1871.1163,15272.2664,1694.8312,8889.5922,8937.35,7162.8599,2453.938,5580.2434,6265.6766,7143.5728,7364.606,5384.2497,5152.2107,4055.2703,6127.9472,4119.2485,3902.879,2196.0477,1279.2605,3852.7284,6394.2318,7764.2255,1493.5764,11999.8309,3369.4978,13153.4859,4759.4114,3799.2878,6988.6091,6844.2052,13180.0218,1135.1552,3309.1801,3359.3557,7856.6536,1533.2706,19721.6591,1900.6403,2401.7792,18677.9824,4108.9296,2870.8037,24339.8674,1257.2477,7590.4677,6758.9014,3513.0182,5915.536,1587.2652,10690.6536,2980.4878,2301.4335,5316.4709,43973.6106,1092.7964,2263.008,7210.9262,4857.9638,5611.0173,6002.9252,2580.3692,2152.5625,2460.0408,2603.3038,2026.7734,3916.993,3720.2592,12083.1483,8337.8608,3296.5776,11967.9527,2664.046,3849.7314,15836.408,2320.6388,38519.5703,4124.4663,2336.1472,5214.1383,15284.5324,1812.2005,1756.7491,7298.1688,29930.991,2561.943,9209.5302,9752.6399,1434.0041,4288.3532,11576.8407,2655.8717,3498.5278,1699.6454,16134.5203,1565.3999,3556.9008,13691.0429,5612.765,4645.492,5888.7383,4838.6293,6611.4027,7289.9182,11107.1031,1790.4865,1580.794,1979.9548,9639.5173,1677.9862,10123.4763,29307.5563,24366.0658,1497.8278,6783.9358,4845.1607,11904.5931,1976.5539,4265.9989,3340.7782,5053.0535,3214.2434,14728.359,5905.6271,1548.8491,9875.1684,3706.8684,934.9388,22596.2487,3115.0412,1313.1926,1291.3817,2499.2944,3927.909,4989.9796,7857.844,3713.0814,8853.5204,12432.0139,1665.6319
2020-10-15,1348.2302,2071.8403,7023.253,15017.9121,30444.9357,7759.0232,3777.6443,1570.1735,5492.9176,3771.5389,19083.3373,1453.7887,9503.8105,3402.6804,3245.417,1202.8616,2043.5348,3704.1827,1851.2762,3403.672,9168.6299,3249.6376,15556.443,7967.799,2593.1346,4935.5513,3565.5145,4084.4955,10478.6179,2535.8971,4306.184,3771.5951,1156.9507,10437.1184,3891.8841,3488.9061,1422.2288,998.2798,5629.5184,12166.5472,27744.7921,2782.484,7084.2912,1707.9979,2997.424,2408.2552,5280.0683,4593.67,6810.1141,1694.9995,1680.5058,2104.9789,7673.681,3401.7496,1049.4553,1601.912,3439.3441,1498.0258,6437.2422,12734.4733,20591.7618,6819.1139,7189.5363,15607.5332,5068.7024,5892.0313,5830.5714,2261.6866,3485.2416,1013.6902,6007.4179,8259.8242,6036.4264,1552.835,6376.3853,1442.8786,4167.2739,17247.4213,18674.0479,1639.5019,4736.4807,4041.3723,1373.071,2653.0236,4108.8168,6460.0408,2749.7099,5385.4177,3992.1333,4037.9362,2933.5874,3473.4786,19680.4597,11743.3777,19006.0263,5293.1767,3442.7696,2642.0075,2041.1134,3663.9592,7500.2475,6004.7775,8894.7968,13646.1625,6145.2259,5237.5809,2358.4436,1303.7309,3613.1127,4257.9042,16295.3172,1486.5947,2355.1242,2239.1447,3792.4419,1944.8029,2432.7338,1003.9607,8887.5682,4798.7361,1775.6143,2807.193,3667.5863,1634.9007,14657.228,6180.4922,5857.8203,3117.1252,6220.7972,7912.0161,5558.1604,2659.511,14625.0627,7013.273,9430.0023,2117.6883,4576.7019,14825.7543,1338.5733,1149.8123,3470.3803,2946.2927,2737.9628,4349.3632,6571.1574,7484.9024,5312.9651,3796.6032,3546.1489,8431.1767,1975.4749,9892.2237,1665.972,5983.2008,2201.4506,1248.4289,1800.0842,16074.8784,6255.8175,8128.9967,6331.6685,8262.4759,2966.1086,1936.795,6524.9342,6225.4862,3379.9581,8471.3218,3402.0591,1164.3861,2144.3913,3165.5412,1858.2032,15153.5625,1679.7184,8824.5247,8818.7903,7153.8467,2434.1448,5607.8017,6232.4221,7125.2589,7310.0964,5349.0714,5115.9326,4058.8371,6216.3274,3979.6321,3878.284,2206.3059,1276.9886,3789.5586,6347.0881,7706.3875,1489.205,11995.9235,3371.4014,13134.9648,4744.4985,3779.9251,6926.8462,6782.9514,13032.6549,1133.0445,3295.1617,3370.6513,7844.5041,1536.8428,19545.8653,1897.3352,2387.6481,18557.935,4067.4429,2837.2503,24119.1481,1258.1931,7532.7702,6797.5906,3454.5837,5862.429,1572.89,10585.1277,2980.868,2288.3632,5271.7677,43794.6577,1086.8731,2268.3946,7228.7155,4872.7971,5554.573,5971.6529,2550.0747,2139.742,2429.1616,2572.5295,2022.4464,3895.9208,3707.4555,12007.7306,8340.55,3265.3128,11905.6082,2636.5047,3791.5295,15630.7913,2307.6729,38177.9085,4113.4492,2331.6298,5175.6413,15121.9077,1808.6746,1735.4661,7295.4041,29824.9437,2540.5824,9162.7638,9677.9213,1431.487,4289.8764,11480.4626,2631.8052,3499.3186,1687.7594,16044.4618,1545.9439,3508.3897,13624.8908,5605.7756,4624.3968,5863.7424,4834.3,6552.3575,7245.4325,11089.0361,1762.0672,1609.6598,1984.1387,9577.2171,1681.0676,10024.8451,29197.3804,24274.03,1505.7282,6819.1142,4847.5369,11915.8288,1928.2818,4240.2572,3332.1832,5022.9412,3205.7613,14754.4183,5883.9082,1533.432,9809.222,3693.9584,933.0332,22509.0333,3086.113,1305.9172,1283.7582,2484.3852,3933.68,4948.9956,7724.1748,3625.3123,8875.5095,12553.8308,1652.4374
2020-10-16,1348.4465,2066.0051,6988.233,15063.4453,30211.6249,7733.2299,3757.8439,1580.0727,5536.1238,3767.3644,19187.4797,1438.5283,9479.2073,3365.667,3256.249,1210.1199,2050.2196,3728.6558,1819.8757,3437.5576,9089.8897,3231.9711,15569.8736,7841.811,2599.0354,4884.5763,3528.5777,4013.2308,10408.2567,2613.2368,4292.548,3742.0379,1153.316,10463.2032,3925.5953,3477.2482,1418.199,1004.3601,5629.8609,12078.8278,27883.9389,2805.0279,7069.2485,1691.996,3021.2732,2390.0845,5285.3289,4605.4378,6801.254,1695.0233,1659.7001,2085.2489,7631.7517,3432.1987,1045.9736,1600.5028,3466.782,1500.6795,6411.1546,12644.3621,20874.6259,6685.4192,7147.7686,15675.5244,5057.1101,5831.2633,5827.4693,2245.0383,3496.8856,1007.8472,6026.9395,8300.6761,6052.4914,1526.8672,6369.1054,1437.2876,4133.5409,17074.0628,18732.1437,1636.3048,4693.8679,4051.5094,1393.4334,2660.0693,4139.7356,6428.6822,2754.6722,5446.034,3971.2145,4036.783,2863.0093,3454.2957,19461.9662,11633.8589,18846.3193,5322.6485,3379.7546,2641.7456,2004.3594,3640.9313,7539.2127,6016.7436,8842.2003,13831.8927,6129.5755,5206.3914,2309.7313,1305.0167,3643.0131,4222.1149,16340.4315,1481.7641,2355.8,2190.9051,3750.8618,1897.091,2470.3243,1019.793,8818.6393,4791.676,1762.4657,2792.4747,3631.1435,1645.4039,14673.8436,6283.0817,5778.2196,3077.8158,6138.4045,7827.484,5566.9741,2599.0712,14687.6628,6899.0692,9355.6601,2122.1404,4557.1187,14800.2274,1336.779,1145.2863,3450.5937,2905.4401,2724.4966,4342.3887,6549.3696,7453.9164,5319.532,3779.9199,3574.5538,8388.6146,1974.2456,9901.3494,1645.8209,5946.8601,2206.3295,1246.5521,1799.2351,16150.5103,6211.8368,8072.6849,6338.2607,8217.8888,2986.4381,1922.2387,6586.8443,6283.3988,3337.8713,8453.3338,3358.5563,1169.0323,2142.806,3159.8481,1848.8125,15199.6159,1664.9757,8714.0042,8873.5307,7197.1188,2429.8549,5667.4962,6243.7651,7155.6484,7251.5825,5325.1082,5064.2377,4036.4298,6319.4107,3988.4158,3855.7494,2211.7784,1263.292,3785.6457,6252.1088,7721.0374,1488.8206,12075.1113,3380.1689,12978.4322,4735.089,3782.2766,6906.3883,6821.0449,12979.5545,1146.6822,3262.1051,3377.3169,7823.2915,1547.1265,19368.6019,1891.379,2372.645,18553.4981,4035.1617,2856.3067,23924.5693,1252.5347,7459.07,6870.6838,3511.77,5887.1932,1570.4316,10463.0058,2904.7415,2264.7474,5180.1131,43452.2177,1074.3999,2273.6452,7213.4105,4902.3108,5540.6921,5927.8555,2551.1298,2116.2316,2377.2982,2526.3302,2017.9202,3888.445,3667.7374,11911.6797,8345.0683,3226.6644,11904.8791,2600.3816,3728.8191,15676.4128,2388.2954,38249.1836,4038.4013,2332.1832,5148.7869,15202.0072,1811.6279,1731.1197,7204.4109,29573.0736,2525.1779,9071.6003,9693.4174,1428.9737,4294.7511,11298.4219,2591.7935,3495.8497,1654.2959,16086.8334,1541.8773,3503.237,13532.7292,5556.5584,4613.1171,5903.8453,4862.3725,6446.4717,7160.6833,11029.8628,1751.3523,1646.2966,1990.9058,9473.4604,1688.9111,10217.7406,28977.1172,24090.1306,1527.9539,6889.4409,4852.0132,11866.944,1927.0306,4235.1911,3336.3582,5038.5795,3158.7239,14841.8476,5843.3293,1539.1257,9849.904,3646.6793,936.4685,22344.3957,3080.7231,1292.7315,1281.7037,2472.9297,3915.2766,4961.8196,7704.8997,3625.3375,8952.441,12435.1126,1664.3351
