代码,简称,日期,复权净值(元),
008592.OF,天弘沪深300指数增强A,2021-05-14,1.457,
008592.OF,天弘沪深300指数增强A,2021-05-17,1.4821,
008592.OF,天弘沪深300指数增强A,2021-05-18,1.4867,
008592.OF,天弘沪深300指数增强A,2021-05-19,1.4833,
008592.OF,天弘沪深300指数增强A,2021-05-20,1.4811,
008592.OF,天弘沪深300指数增强A,2021-05-21,1.4684,
008592.OF,天弘沪深300指数增强A,2021-05-24,1.4708,
008592.OF,天弘沪深300指数增强A,2021-05-25,1.5148,
008592.OF,天弘沪深300指数增强A,2021-05-26,1.516,
008592.OF,天弘沪深300指数增强A,2021-05-27,1.5234,
008592.OF,天弘沪深300指数增强A,2021-05-28,1.519,
008592.OF,天弘沪深300指数增强A,2021-05-31,1.5194,
008592.OF,天弘沪深300指数增强A,2021-06-01,1.5266,
008592.OF,天弘沪深300指数增强A,2021-06-02,1.5106,
008592.OF,天弘沪深300指数增强A,2021-06-03,1.5051,
008592.OF,天弘沪深300指数增强A,2021-06-04,1.5103,
008592.OF,天弘沪深300指数增强A,2021-06-07,1.5138,
008592.OF,天弘沪深300指数增强A,2021-06-08,1.4986,
008592.OF,天弘沪深300指数增强A,2021-06-09,1.5026,
008592.OF,天弘沪深300指数增强A,2021-06-10,1.5121,
008592.OF,天弘沪深300指数增强A,2021-06-11,1.5016,
008592.OF,天弘沪深300指数增强A,2021-06-15,1.4876,
008592.OF,天弘沪深300指数增强A,2021-06-16,1.4649,
008592.OF,天弘沪深300指数增强A,2021-06-17,1.4777,
008592.OF,天弘沪深300指数增强A,2021-06-18,1.4818,
008592.OF,天弘沪深300指数增强A,2021-06-21,1.4758,
008592.OF,天弘沪深300指数增强A,2021-06-22,1.4909,
008592.OF,天弘沪深300指数增强A,2021-06-23,1.4963,
008592.OF,天弘沪深300指数增强A,2021-06-24,1.4945,
008592.OF,天弘沪深300指数增强A,2021-06-25,1.523,
008592.OF,天弘沪深300指数增强A,2021-06-28,1.5295,
008592.OF,天弘沪深300指数增强A,2021-06-29,1.517,
008592.OF,天弘沪深300指数增强A,2021-06-30,1.5331,
008592.OF,天弘沪深300指数增强A,2021-07-01,1.5294,
008592.OF,天弘沪深300指数增强A,2021-07-02,1.4912,
008592.OF,天弘沪深300指数增强A,2021-07-05,1.4995,
008592.OF,天弘沪深300指数增强A,2021-07-06,1.4983,
008592.OF,天弘沪深300指数增强A,2021-07-07,1.5163,
008592.OF,天弘沪深300指数增强A,2021-07-08,1.5058,
008592.OF,天弘沪深300指数增强A,2021-07-09,1.503,
008593.OF,天弘沪深300指数增强C,2020-10-09,1.2359,
008593.OF,天弘沪深300指数增强C,2020-10-12,1.2703,
008593.OF,天弘沪深300指数增强C,2020-10-13,1.2767,
008593.OF,天弘沪深300指数增强C,2020-10-14,1.2665,
008593.OF,天弘沪深300指数增强C,2020-10-15,1.2649,
008593.OF,天弘沪深300指数增强C,2020-10-16,1.2673,
008593.OF,天弘沪深300指数增强C,2020-10-19,1.256,
008593.OF,天弘沪深300指数增强C,2020-10-20,1.2649,
008593.OF,天弘沪深300指数增强C,2020-10-21,1.2648,
008593.OF,天弘沪深300指数增强C,2020-10-22,1.2571,
008593.OF,天弘沪深300指数增强C,2020-10-23,1.2376,
008593.OF,天弘沪深300指数增强C,2020-10-26,1.2336,
008593.OF,天弘沪深300指数增强C,2020-10-27,1.2337,
008593.OF,天弘沪深300指数增强C,2020-10-28,1.2432,
008593.OF,天弘沪深300指数增强C,2020-10-29,1.2556,
008593.OF,天弘沪深300指数增强C,2020-10-30,1.2287,
008593.OF,天弘沪深300指数增强C,2020-11-02,1.2344,
008593.OF,天弘沪深300指数增强C,2020-11-03,1.2481,
008593.OF,天弘沪深300指数增强C,2020-11-04,1.2578,
008593.OF,天弘沪深300指数增强C,2020-11-05,1.274,
008593.OF,天弘沪深300指数增强C,2020-11-06,1.2728,
008593.OF,天弘沪深300指数增强C,2020-11-09,1.2936,
008593.OF,天弘沪深300指数增强C,2020-11-10,1.284,
008593.OF,天弘沪深300指数增强C,2020-11-11,1.2709,
008593.OF,天弘沪深300指数增强C,2020-11-12,1.2726,
008593.OF,天弘沪深300指数增强C,2020-11-13,1.258,
008593.OF,天弘沪深300指数增强C,2020-11-16,1.2733,
008593.OF,天弘沪深300指数增强C,2020-11-17,1.2724,
008593.OF,天弘沪深300指数增强C,2020-11-18,1.2747,
008593.OF,天弘沪深300指数增强C,2020-11-19,1.2805,
008593.OF,天弘沪深300指数增强C,2020-11-20,1.2933,
008593.OF,天弘沪深300指数增强C,2020-11-23,1.3125,
008593.OF,天弘沪深300指数增强C,2020-11-24,1.3077,
008593.OF,天弘沪深300指数增强C,2020-11-25,1.2925,
008593.OF,天弘沪深300指数增强C,2020-11-26,1.2941,
008593.OF,天弘沪深300指数增强C,2020-11-27,1.3077,
008593.OF,天弘沪深300指数增强C,2020-11-30,1.3061,
008593.OF,天弘沪深300指数增强C,2020-12-01,1.3302,
008593.OF,天弘沪深300指数增强C,2020-12-02,1.329,
008593.OF,天弘沪深300指数增强C,2020-12-03,1.3257,
008593.OF,天弘沪深300指数增强C,2020-12-04,1.3275,
008593.OF,天弘沪深300指数增强C,2020-12-07,1.3149,
008593.OF,天弘沪深300指数增强C,2020-12-08,1.3125,
008593.OF,天弘沪深300指数增强C,2020-12-09,1.2984,
008593.OF,天弘沪深300指数增强C,2020-12-10,1.2982,
008593.OF,天弘沪深300指数增强C,2020-12-11,1.288,
008593.OF,天弘沪深300指数增强C,2020-12-14,1.2974,
008593.OF,天弘沪深300指数增强C,2020-12-15,1.3007,
008593.OF,天弘沪深300指数增强C,2020-12-16,1.305,
008593.OF,天弘沪深300指数增强C,2020-12-17,1.3249,
008593.OF,天弘沪深300指数增强C,2020-12-18,1.3264,
008593.OF,天弘沪深300指数增强C,2020-12-21,1.3409,
008593.OF,天弘沪深300指数增强C,2020-12-22,1.3163,
008593.OF,天弘沪深300指数增强C,2020-12-23,1.3324,
008593.OF,天弘沪深300指数增强C,2020-12-24,1.3346,
008593.OF,天弘沪深300指数增强C,2020-12-25,1.3479,
008593.OF,天弘沪深300指数增强C,2020-12-28,1.3604,
008593.OF,天弘沪深300指数增强C,2020-12-29,1.349,
008593.OF,天弘沪深300指数增强C,2020-12-30,1.3726,
008593.OF,天弘沪深300指数增强C,2020-12-31,1.3977,
008593.OF,天弘沪深300指数增强C,2021-01-04,1.4225,
008593.OF,天弘沪深300指数增强C,2021-01-05,1.4436,
008593.OF,天弘沪深300指数增强C,2021-01-06,1.4598,
008593.OF,天弘沪深300指数增强C,2021-01-07,1.495,
008593.OF,天弘沪深300指数增强C,2021-01-08,1.4949,
008593.OF,天弘沪深300指数增强C,2021-01-11,1.4782,
008593.OF,天弘沪深300指数增强C,2021-01-12,1.519,
008593.OF,天弘沪深300指数增强C,2021-01-13,1.5201,
008593.OF,天弘沪深300指数增强C,2021-01-14,1.4904,
008593.OF,天弘沪深300指数增强C,2021-01-15,1.4859,
008593.OF,天弘沪深300指数增强C,2021-01-18,1.5055,
008593.OF,天弘沪深300指数增强C,2021-01-19,1.4796,
008593.OF,天弘沪深300指数增强C,2021-01-20,1.4906,
008593.OF,天弘沪深300指数增强C,2021-01-21,1.5255,
008593.OF,天弘沪深300指数增强C,2021-01-22,1.531,
008593.OF,天弘沪深300指数增强C,2021-01-25,1.5433,
008593.OF,天弘沪深300指数增强C,2021-01-26,1.5172,
008593.OF,天弘沪深300指数增强C,2021-01-27,1.5241,
008593.OF,天弘沪深300指数增强C,2021-01-28,1.4822,
008593.OF,天弘沪深300指数增强C,2021-01-29,1.4752,
008593.OF,天弘沪深300指数增强C,2021-02-01,1.5008,
008593.OF,天弘沪深300指数增强C,2021-02-02,1.5278,
008593.OF,天弘沪深300指数增强C,2021-02-03,1.5305,
008593.OF,天弘沪深300指数增强C,2021-02-04,1.5227,
008593.OF,天弘沪深300指数增强C,2021-02-05,1.5244,
008593.OF,天弘沪深300指数增强C,2021-02-08,1.5477,
008593.OF,天弘沪深300指数增强C,2021-02-09,1.5808,
008593.OF,天弘沪深300指数增强C,2021-02-10,1.6176,
008593.OF,天弘沪深300指数增强C,2021-02-18,1.6168,
008593.OF,天弘沪深300指数增强C,2021-02-19,1.619,
008593.OF,天弘沪深300指数增强C,2021-02-22,1.5763,
008593.OF,天弘沪深300指数增强C,2021-02-23,1.5669,
008593.OF,天弘沪深300指数增强C,2021-02-24,1.5225,
008593.OF,天弘沪深300指数增强C,2021-02-25,1.5299,
008593.OF,天弘沪深300指数增强C,2021-02-26,1.4872,
008593.OF,天弘沪深300指数增强C,2021-03-01,1.5133,
008593.OF,天弘沪深300指数增强C,2021-03-02,1.4899,
008593.OF,天弘沪深300指数增强C,2021-03-03,1.5238,
008593.OF,天弘沪深300指数增强C,2021-03-04,1.4735,
008593.OF,天弘沪深300指数增强C,2021-03-05,1.4695,
008593.OF,天弘沪深300指数增强C,2021-03-08,1.4181,
008593.OF,天弘沪深300指数增强C,2021-03-09,1.3952,
008593.OF,天弘沪深300指数增强C,2021-03-10,1.4075,
008593.OF,天弘沪深300指数增强C,2021-03-11,1.4378,
008593.OF,天弘沪深300指数增强C,2021-03-12,1.45,
008593.OF,天弘沪深300指数增强C,2021-03-15,1.4244,
008593.OF,天弘沪深300指数增强C,2021-03-16,1.4338,
008593.OF,天弘沪深300指数增强C,2021-03-17,1.4468,
008593.OF,天弘沪深300指数增强C,2021-03-18,1.4602,
008593.OF,天弘沪深300指数增强C,2021-03-19,1.4236,
008593.OF,天弘沪深300指数增强C,2021-03-22,1.4386,
008593.OF,天弘沪深300指数增强C,2021-03-23,1.4152,
008593.OF,天弘沪深300指数增强C,2021-03-24,1.3858,
008593.OF,天弘沪深300指数增强C,2021-03-25,1.3853,
008593.OF,天弘沪深300指数增强C,2021-03-26,1.4181,
008593.OF,天弘沪深300指数增强C,2021-03-29,1.4165,
008593.OF,天弘沪深300指数增强C,2021-03-30,1.4292,
008593.OF,天弘沪深300指数增强C,2021-03-31,1.4208,
008593.OF,天弘沪深300指数增强C,2021-04-01,1.4376,
008593.OF,天弘沪深300指数增强C,2021-04-02,1.4491,
008593.OF,天弘沪深300指数增强C,2021-04-06,1.4465,
008593.OF,天弘沪深300指数增强C,2021-04-07,1.4462,
008593.OF,天弘沪深300指数增强C,2021-04-08,1.4483,
008593.OF,天弘沪深300指数增强C,2021-04-09,1.4341,
008593.OF,天弘沪深300指数增强C,2021-04-12,1.4038,
008593.OF,天弘沪深300指数增强C,2021-04-13,1.4001,
008593.OF,天弘沪深300指数增强C,2021-04-14,1.4152,
008593.OF,天弘沪深300指数增强C,2021-04-15,1.4091,
008593.OF,天弘沪深300指数增强C,2021-04-16,1.4134,
008593.OF,天弘沪深300指数增强C,2021-04-19,1.448,
008593.OF,天弘沪深300指数增强C,2021-04-20,1.4476,
008593.OF,天弘沪深300指数增强C,2021-04-21,1.4508,
008593.OF,天弘沪深300指数增强C,2021-04-22,1.4485,
008593.OF,天弘沪深300指数增强C,2021-04-23,1.4622,
008593.OF,天弘沪深300指数增强C,2021-04-26,1.4495,
008593.OF,天弘沪深300指数增强C,2021-04-27,1.4541,
008593.OF,天弘沪深300指数增强C,2021-04-28,1.4656,
008593.OF,天弘沪深300指数增强C,2021-04-29,1.4765,
008593.OF,天弘沪深300指数增强C,2021-04-30,1.4663,
008593.OF,天弘沪深300指数增强C,2021-05-06,1.4502,
008593.OF,天弘沪深300指数增强C,2021-05-07,1.4365,
008593.OF,天弘沪深300指数增强C,2021-05-10,1.437,
008593.OF,天弘沪深300指数增强C,2021-05-11,1.4348,
008593.OF,天弘沪深300指数增强C,2021-05-12,1.4411,
008593.OF,天弘沪深300指数增强C,2021-05-13,1.418,
008593.OF,天弘沪深300指数增强C,2021-05-14,1.4511,
008593.OF,天弘沪深300指数增强C,2021-05-17,1.476,
008593.OF,天弘沪深300指数增强C,2021-05-18,1.4806,
008593.OF,天弘沪深300指数增强C,2021-05-19,1.4772,
008593.OF,天弘沪深300指数增强C,2021-05-20,1.4749,
008593.OF,天弘沪深300指数增强C,2021-05-21,1.4624,
008593.OF,天弘沪深300指数增强C,2021-05-24,1.4647,
008593.OF,天弘沪深300指数增强C,2021-05-25,1.5085,
008593.OF,天弘沪深300指数增强C,2021-05-26,1.5096,
008593.OF,天弘沪深300指数增强C,2021-05-27,1.517,
008593.OF,天弘沪深300指数增强C,2021-05-28,1.5126,
008593.OF,天弘沪深300指数增强C,2021-05-31,1.513,
008593.OF,天弘沪深300指数增强C,2021-06-01,1.5201,
008593.OF,天弘沪深300指数增强C,2021-06-02,1.5042,
008593.OF,天弘沪深300指数增强C,2021-06-03,1.4987,
008593.OF,天弘沪深300指数增强C,2021-06-04,1.5039,
008593.OF,天弘沪深300指数增强C,2021-06-07,1.5073,
008593.OF,天弘沪深300指数增强C,2021-06-08,1.4922,
008593.OF,天弘沪深300指数增强C,2021-06-09,1.4962,
008593.OF,天弘沪深300指数增强C,2021-06-10,1.5056,
008593.OF,天弘沪深300指数增强C,2021-06-11,1.4952,
008593.OF,天弘沪深300指数增强C,2021-06-15,1.4811,
008593.OF,天弘沪深300指数增强C,2021-06-16,1.4585,
008593.OF,天弘沪深300指数增强C,2021-06-17,1.4713,
008593.OF,天弘沪深300指数增强C,2021-06-18,1.4754,
008593.OF,天弘沪深300指数增强C,2021-06-21,1.4693,
008593.OF,天弘沪深300指数增强C,2021-06-22,1.4844,
008593.OF,天弘沪深300指数增强C,2021-06-23,1.4897,
008593.OF,天弘沪深300指数增强C,2021-06-24,1.4879,
008593.OF,天弘沪深300指数增强C,2021-06-25,1.5162,
008593.OF,天弘沪深300指数增强C,2021-06-28,1.5227,
008593.OF,天弘沪深300指数增强C,2021-06-29,1.5103,
008593.OF,天弘沪深300指数增强C,2021-06-30,1.5263,
008593.OF,天弘沪深300指数增强C,2021-07-01,1.5226,
008593.OF,天弘沪深300指数增强C,2021-07-02,1.4845,
008593.OF,天弘沪深300指数增强C,2021-07-05,1.4927,
008593.OF,天弘沪深300指数增强C,2021-07-06,1.4916,
008593.OF,天弘沪深300指数增强C,2021-07-07,1.5094,
008593.OF,天弘沪深300指数增强C,2021-07-08,1.4989,
008593.OF,天弘沪深300指数增强C,2021-07-09,1.4962,
008682.OF,富国中证红利指数增强C,2020-10-09,1.101,
008682.OF,富国中证红利指数增强C,2020-10-12,1.126,
008682.OF,富国中证红利指数增强C,2020-10-13,1.128,
008682.OF,富国中证红利指数增强C,2020-10-14,1.127,
008682.OF,富国中证红利指数增强C,2020-10-15,1.122,
008682.OF,富国中证红利指数增强C,2020-10-16,1.126,
008682.OF,富国中证红利指数增强C,2020-10-19,1.117,
008682.OF,富国中证红利指数增强C,2020-10-20,1.118,
008682.OF,富国中证红利指数增强C,2020-10-21,1.114,
008682.OF,富国中证红利指数增强C,2020-10-22,1.106,
008682.OF,富国中证红利指数增强C,2020-10-23,1.098,
008682.OF,富国中证红利指数增强C,2020-10-26,1.097,
008682.OF,富国中证红利指数增强C,2020-10-27,1.094,
008682.OF,富国中证红利指数增强C,2020-10-28,1.094,
008682.OF,富国中证红利指数增强C,2020-10-29,1.099,
008682.OF,富国中证红利指数增强C,2020-10-30,1.083,
008682.OF,富国中证红利指数增强C,2020-11-02,1.09,
008682.OF,富国中证红利指数增强C,2020-11-03,1.101,
008682.OF,富国中证红利指数增强C,2020-11-04,1.106,
008682.OF,富国中证红利指数增强C,2020-11-05,1.124,
008682.OF,富国中证红利指数增强C,2020-11-06,1.126,
008682.OF,富国中证红利指数增强C,2020-11-09,1.144,
008682.OF,富国中证红利指数增强C,2020-11-10,1.138,
008682.OF,富国中证红利指数增强C,2020-11-11,1.143,
008682.OF,富国中证红利指数增强C,2020-11-12,1.148,
008682.OF,富国中证红利指数增强C,2020-11-13,1.138,
008682.OF,富国中证红利指数增强C,2020-11-16,1.161,
008682.OF,富国中证红利指数增强C,2020-11-17,1.169,
008682.OF,富国中证红利指数增强C,2020-11-18,1.173,
008682.OF,富国中证红利指数增强C,2020-11-19,1.169,
008682.OF,富国中证红利指数增强C,2020-11-20,1.175,
008682.OF,富国中证红利指数增强C,2020-11-23,1.19,
008682.OF,富国中证红利指数增强C,2020-11-24,1.186,
008682.OF,富国中证红利指数增强C,2020-11-25,1.17,
008682.OF,富国中证红利指数增强C,2020-11-26,1.166,
008682.OF,富国中证红利指数增强C,2020-11-27,1.175,
008682.OF,富国中证红利指数增强C,2020-11-30,1.162,
008682.OF,富国中证红利指数增强C,2020-12-01,1.177,
008682.OF,富国中证红利指数增强C,2020-12-02,1.18,
008682.OF,富国中证红利指数增强C,2020-12-03,1.17,
008682.OF,富国中证红利指数增强C,2020-12-04,1.167,
008682.OF,富国中证红利指数增强C,2020-12-07,1.155,
008682.OF,富国中证红利指数增强C,2020-12-08,1.149,
008682.OF,富国中证红利指数增强C,2020-12-09,1.14,
008682.OF,富国中证红利指数增强C,2020-12-10,1.144,
008682.OF,富国中证红利指数增强C,2020-12-11,1.136,
008682.OF,富国中证红利指数增强C,2020-12-14,1.131,
008682.OF,富国中证红利指数增强C,2020-12-15,1.129,
008682.OF,富国中证红利指数增强C,2020-12-16,1.126,
008682.OF,富国中证红利指数增强C,2020-12-17,1.137,
008682.OF,富国中证红利指数增强C,2020-12-18,1.141,
008682.OF,富国中证红利指数增强C,2020-12-21,1.146,
008682.OF,富国中证红利指数增强C,2020-12-22,1.12,
008682.OF,富国中证红利指数增强C,2020-12-23,1.122,
008682.OF,富国中证红利指数增强C,2020-12-24,1.113,
008682.OF,富国中证红利指数增强C,2020-12-25,1.122,
008682.OF,富国中证红利指数增强C,2020-12-28,1.117,
008682.OF,富国中证红利指数增强C,2020-12-29,1.108,
008682.OF,富国中证红利指数增强C,2020-12-30,1.114,
008682.OF,富国中证红利指数增强C,2020-12-31,1.123,
008682.OF,富国中证红利指数增强C,2021-01-04,1.126,
008682.OF,富国中证红利指数增强C,2021-01-05,1.13,
008682.OF,富国中证红利指数增强C,2021-01-06,1.133,
008682.OF,富国中证红利指数增强C,2021-01-07,1.131,
008682.OF,富国中证红利指数增强C,2021-01-08,1.135,
008682.OF,富国中证红利指数增强C,2021-01-11,1.123,
008682.OF,富国中证红利指数增强C,2021-01-12,1.134,
008682.OF,富国中证红利指数增强C,2021-01-13,1.137,
008682.OF,富国中证红利指数增强C,2021-01-14,1.132,
008682.OF,富国中证红利指数增强C,2021-01-15,1.138,
008682.OF,富国中证红利指数增强C,2021-01-18,1.15,
008682.OF,富国中证红利指数增强C,2021-01-19,1.151,
008682.OF,富国中证红利指数增强C,2021-01-20,1.15,
008682.OF,富国中证红利指数增强C,2021-01-21,1.156,
008682.OF,富国中证红利指数增强C,2021-01-22,1.146,
008682.OF,富国中证红利指数增强C,2021-01-25,1.133,
008682.OF,富国中证红利指数增强C,2021-01-26,1.125,
008682.OF,富国中证红利指数增强C,2021-01-27,1.128,
008682.OF,富国中证红利指数增强C,2021-01-28,1.11,
008682.OF,富国中证红利指数增强C,2021-01-29,1.103,
008682.OF,富国中证红利指数增强C,2021-02-01,1.118,
008682.OF,富国中证红利指数增强C,2021-02-02,1.126,
008682.OF,富国中证红利指数增强C,2021-02-03,1.123,
008682.OF,富国中证红利指数增强C,2021-02-04,1.112,
008682.OF,富国中证红利指数增强C,2021-02-05,1.112,
008682.OF,富国中证红利指数增强C,2021-02-08,1.125,
008682.OF,富国中证红利指数增强C,2021-02-09,1.14,
008682.OF,富国中证红利指数增强C,2021-02-10,1.147,
008682.OF,富国中证红利指数增强C,2021-02-18,1.174,
008682.OF,富国中证红利指数增强C,2021-02-19,1.191,
008682.OF,富国中证红利指数增强C,2021-02-22,1.2,
008682.OF,富国中证红利指数增强C,2021-02-23,1.193,
008682.OF,富国中证红利指数增强C,2021-02-24,1.178,
008682.OF,富国中证红利指数增强C,2021-02-25,1.196,
008682.OF,富国中证红利指数增强C,2021-02-26,1.169,
008682.OF,富国中证红利指数增强C,2021-03-01,1.191,
008682.OF,富国中证红利指数增强C,2021-03-02,1.182,
008682.OF,富国中证红利指数增强C,2021-03-03,1.209,
008682.OF,富国中证红利指数增强C,2021-03-04,1.199,
008682.OF,富国中证红利指数增强C,2021-03-05,1.187,
008682.OF,富国中证红利指数增强C,2021-03-08,1.174,
008682.OF,富国中证红利指数增强C,2021-03-09,1.164,
008682.OF,富国中证红利指数增强C,2021-03-10,1.158,
008682.OF,富国中证红利指数增强C,2021-03-11,1.1869,
008682.OF,富国中证红利指数增强C,2021-03-12,1.1991,
008682.OF,富国中证红利指数增强C,2021-03-15,1.2013,
008682.OF,富国中证红利指数增强C,2021-03-16,1.2069,
008682.OF,富国中证红利指数增强C,2021-03-17,1.2035,
008682.OF,富国中证红利指数增强C,2021-03-18,1.2091,
008682.OF,富国中证红利指数增强C,2021-03-19,1.198,
